,id,audio_wav,text
43,43,./KEMDy20_v1_1/wav\Session01\Sess01_script03_User001F_015.wav,어어 맞아 그거 그거는 하면 좋을 거 같아.
44,44,./KEMDy20_v1_1/wav\Session01\Sess01_script03_User001F_016.wav,좋아하는 프로그램?
45,45,./KEMDy20_v1_1/wav\Session01\Sess01_script03_User001F_017.wav,나는 예능 채널은 잘 많이 안 보거든.
46,46,./KEMDy20_v1_1/wav\Session01\Sess01_script03_User001F_018.wav,"근데 가끔 옛날에는 런닝맨 많이 보긴했었어, 근데."
47,47,./KEMDy20_v1_1/wav\Session01\Sess01_script04_User001F_001.wav,성 평등에 대해서?
48,48,./KEMDy20_v1_1/wav\Session01\Sess01_script04_User001F_002.wav,"글쎄 일단은 나는 그 말이 살짝 좀 이해가 안 됐어, 약간."
49,49,./KEMDy20_v1_1/wav\Session01\Sess01_script04_User001F_003.wav,굳이 남녀 비율을 반반으로 맞출 필요가 있나라는 거에서 나는 솔직히 맞출 필요가 없다고 생각을 하거든?
50,50,./KEMDy20_v1_1/wav\Session01\Sess01_script04_User001F_004.wav,"본인 재량에 따라서 다르다고 생각을 해가지고 응, 그냥 이 이거는 경쟁이지 남녀에 싸움이 아니라고 생각을 하거든."
51,51,./KEMDy20_v1_1/wav\Session01\Sess01_script04_User001F_005.wav,응 나는 살짝 약간 의견이 다랐 달랐던 게 뭐냐면 방금 얘기에서 간호사 직 같은 경우에는 난 좀 생각이 다른 게 그거는 남녀 비율이 좀 반반이 되어도 괜찮다고 생각은 해.
52,52,./KEMDy20_v1_1/wav\Session01\Sess01_script04_User001F_006.wav,왜냐면 어떤 요즘 그 간호사 직 같은 경우에는 여성 비율이 상당히 높은 편이잖아.
53,53,./KEMDy20_v1_1/wav\Session01\Sess01_script04_User001F_007.wav,남자가 가끔 있다고는 하는데 근데 사실상 간호사분들이 일을 하다가 진상인 환자분들도 많이 계시다고 하는데 그 안에서 되게 남자가 간호사가 좀 있으면은 좀 든든하다고 얘기를 하더라고.
54,54,./KEMDy20_v1_1/wav\Session01\Sess01_script04_User001F_008.wav,어 나도 그 말에 굉장히 동의하는 바입니다.
55,55,./KEMDy20_v1_1/wav\Session01\Sess01_script04_User001F_009.wav,근데 개인 사정으로 그냥 일을 관두는 거에서 발생하는 승진 문제이지 응 굳이 회사 안에서 발생하는 갈등이라고 해야하는지는 모르겠어.
56,56,./KEMDy20_v1_1/wav\Session01\Sess01_script04_User001F_010.wav,글쎄 근데 나는 약간 어릴 때는 굉장히 그게 싫었던 거 같기는 해.
57,57,./KEMDy20_v1_1/wav\Session01\Sess01_script04_User001F_011.wav,성차별이라고 봐야 될지 모르겠는데 저기 되게 힘쓰는 일은 남자가 보통 많이 하다 보니까 나는 근데 내가 할 수 있다고 생각을 하는데 굳이 남자들한테 시키더라고.
58,58,./KEMDy20_v1_1/wav\Session01\Sess01_script04_User001F_012.wav,그래서 좀 옛날에는 그게 조금 싫었던 건 있었었어.
59,59,./KEMDy20_v1_1/wav\Session01\Sess01_script04_User001F_013.wav,그것도 맞기는 해.
60,60,./KEMDy20_v1_1/wav\Session01\Sess01_script04_User001F_014.wav,근데 그거는 굳이 약간 남녀 그런 문제가 아니라 누가 도우려고 하든 간에 내가 도움을 받는 걸 싫어해서 그런 거야.
61,61,./KEMDy20_v1_1/wav\Session01\Sess01_script04_User001F_015.wav,근데 나는 오 오빠가 말했듯이 살짝 경찰이나 소방관이나 그런 직에서는 좀 남자가 더 많이 있는 게 낫다고 생각은 해.
62,62,./KEMDy20_v1_1/wav\Session01\Sess01_script05_User001F_001.wav,저번에도 얘기했던 거 같기는 한데 약간 외계어를 하고 하면서 자가지고 좀 무서운 큰 오빠 잠꼬대라든가 아니면은 나 빼고 가족들이 전부 다 이제 코골이가 좀 심한 편인 거 같애.
63,63,./KEMDy20_v1_1/wav\Session01\Sess01_script05_User001F_002.wav,나도 피곤하면 코골이를 하긴 하는데 근데 아빠가 유독 진짜 안방에서 문을 닫고 자도 진짜 그 문 너머로 크게 들릴 만큼 막 우르 킁하면서 엄청 크게 들리거든.
64,64,./KEMDy20_v1_1/wav\Session01\Sess01_script05_User001F_003.wav,"어 그 진짜로 그래서 가끔 잠을 깬 적 있었어, 한 번씩."
65,65,./KEMDy20_v1_1/wav\Session01\Sess01_script05_User001F_004.wav,코골이 때문에?
66,66,./KEMDy20_v1_1/wav\Session01\Sess01_script05_User001F_005.wav,딱히 없었는데.
67,67,./KEMDy20_v1_1/wav\Session01\Sess01_script05_User001F_006.wav,어 그런 얘기도 있었어.
68,68,./KEMDy20_v1_1/wav\Session01\Sess01_script05_User001F_007.wav,요즘엔 핸드폰이 자꾸 그 뭐지 빅스비였나?
69,69,./KEMDy20_v1_1/wav\Session01\Sess01_script05_User001F_008.wav,그거 자꾸 켜져서 짜증 나.
70,70,./KEMDy20_v1_1/wav\Session01\Sess01_script05_User001F_009.wav,"아니 이유도 없이 그냥 막 켜져, 내가 뭐라 한 것도 아닌데."
71,71,./KEMDy20_v1_1/wav\Session01\Sess01_script05_User001F_010.wav,말도 말도 안 했는데 그냥 막 떠.
72,72,./KEMDy20_v1_1/wav\Session01\Sess01_script05_User001F_011.wav,"근데 좀 신나기는 한 거 같애, 그런 노래 나오면 갑자기."
73,73,./KEMDy20_v1_1/wav\Session01\Sess01_script05_User001F_012.wav,스피커로?
74,74,./KEMDy20_v1_1/wav\Session01\Sess01_script05_User001F_013.wav,나 같은 경우에는 그냥 재생 목록 트는 것만 다여서 그런 적은 없는데 근데 스피커를 좀 여러 종류를 좀 써보면서 비교를 해보고 싶은데 뭐가 좋은질 모르겠더라고.
75,75,./KEMDy20_v1_1/wav\Session01\Sess01_script05_User001F_014.wav,어 개발사마다 막 구글 쪽도 있고 카카오도 있고 네이버도 있고 막 엄청 다양하다 보니까 뭐가 좋은 뭐가 좋은 거 같애 오빠?
76,76,./KEMDy20_v1_1/wav\Session01\Sess01_script05_User001F_015.wav,갑자기 네 사랑합니다.
77,77,./KEMDy20_v1_1/wav\Session01\Sess01_script06_User001F_001.wav,"우리 집은 되게 자유로워 가지고 솔직히 아빠가 이게 어때라고 하면 본인 생 그니까 가족들 생각이랑 안 맞으면 그냥 자기 주관대로 가거든, 다들."
78,78,./KEMDy20_v1_1/wav\Session01\Sess01_script06_User001F_002.wav,그래서 좀 자유로워서 아빠가 가부장적인 면이 없지 않아 있다고는 생각을 하는데 그래도 우리가 그냥 안 듣다 보니까 그런 게 없 없는 듯이 느껴지는 거 같애.
79,79,./KEMDy20_v1_1/wav\Session01\Sess01_script06_User001F_003.wav,가부장적이다라는 거?
80,80,./KEMDy20_v1_1/wav\Session01\Sess01_script06_User001F_004.wav,응 일단은 아빠가 하는 말에 전부다 따라야 하는 그런 환경?
81,81,./KEMDy20_v1_1/wav\Session01\Sess01_script06_User001F_005.wav,그니까 그런 경험이 음 솔직히 거의 없는 거 같은데 약간 명절에 시골에 내려 가면은 약간 큰 아빠?
82,82,./KEMDy20_v1_1/wav\Session01\Sess01_script06_User001F_006.wav,큰아빠 말대로 뭔가 그 시골 내에서 일이 돌아가는 거 같기는 했어.
83,83,./KEMDy20_v1_1/wav\Session01\Sess01_script06_User001F_007.wav,근데 되게 그런 걸 보면서 되게 엄마도 명절 때 가서 큰아빠 말에 따르고 하니까 되게 스트레스를 받다 보니까 엄마가 그 뒤로는 안 가드라고.
84,84,./KEMDy20_v1_1/wav\Session01\Sess01_script06_User001F_008.wav,통금 시간?
85,85,./KEMDy20_v1_1/wav\Session01\Sess01_script06_User001F_009.wav,"나도 그건 이해가 안 될 거 같애, 자기는 되는데 남은 안 된다는 게."
86,86,./KEMDy20_v1_1/wav\Session01\Sess01_script06_User001F_010.wav,확실하게?
87,87,./KEMDy20_v1_1/wav\Session01\Sess01_script06_User001F_011.wav,지금도 그래?
88,88,./KEMDy20_v1_1/wav\Session01\Sess01_script06_User001F_012.wav,아 그럴 수도 있겠구나.
89,89,./KEMDy20_v1_1/wav\Session01\Sess01_script06_User001F_013.wav,너무 늦게 들어오면 그럼 좀 잔소리를 하시기는 하는데 사실 중학교 때까지는 통금이 있기는 했었어.
90,90,./KEMDy20_v1_1/wav\Session01\Sess01_script06_User001F_014.wav,한 여섯시까지는 들어가야 된다라는 게 있었는데 그거 그 규칙이 불문율이라고 했어야 되나 근데 그거를 오빠가 깨버렸거든.
91,91,./KEMDy20_v1_1/wav\Session01\Sess01_script06_User001F_015.wav,친아빠들이 그걸 깨버려서 나도 그냥 그때까지 안 들어 와도 되는 구나라는 걸 그때 알아서.
92,92,./KEMDy20_v1_1/wav\Session01\Sess01_script06_User001F_016.wav,응 나는 나는 근데 재깍재깍 연락을 미리 하고 하고 다녔어가지고 근데 지금은 조금 말을 많이 안 듣기는 하는데.
93,93,./KEMDy20_v1_1/wav\Session01\Sess01_script06_User001F_017.wav,근데 아빠도 사실 내가 아빠를 닮아서 좀 알겠는데 약간 마음에도 없는 소리가 나올 때가 있어.
94,94,./KEMDy20_v1_1/wav\Session02\Sess02_script01_User003F_001.wav,그냥 많이 하는 거 같은데.
95,95,./KEMDy20_v1_1/wav\Session02\Sess02_script01_User003F_002.wav,아 케찹 안 좋아해요?
96,96,./KEMDy20_v1_1/wav\Session02\Sess02_script01_User003F_003.wav,케찹 진짜 맛있는데.
97,97,./KEMDy20_v1_1/wav\Session02\Sess02_script01_User003F_004.wav,음 부모님이랑 식사하는 게 불편한가 보네요.
98,98,./KEMDy20_v1_1/wav\Session02\Sess02_script01_User003F_005.wav,음 저는 아 제가 원래 자취를 했다가 이번에 통학을 하게 된 이유가 음식 문제가 좀 크거든요.
99,99,./KEMDy20_v1_1/wav\Session02\Sess02_script01_User003F_006.wav,막 자취할 때는 음식도 그냥 먹고 싶은 대로 먹고 술도 마주 자주 마시기도 하고 그 스트레스 같은 것도 되게 많이 받아서 계속 아팠었거든요.
100,100,./KEMDy20_v1_1/wav\Session02\Sess02_script01_User003F_007.wav,"진짜 가볍게는 뭐 두통, 뭐 복통 소화 안 되고 이런 거 장염부터 시작해서 막 크게는 진짜 열도 날 정도로 심하게 아팠던 적이 있고 그래서 이거를 좀 집에서 지내면서 엄마랑 같이 지내고 좀 스트레스가 좀 줄어들면서 몸이 아픈 게 좀 줄더라구요."
101,101,./KEMDy20_v1_1/wav\Session02\Sess02_script01_User003F_008.wav,좀 밥이 밥만의 기능을 하는 게 아니라 좀 사랑의 역할이지 않을까라는 느낌을 좀 많이 받았어요.
102,102,./KEMDy20_v1_1/wav\Session02\Sess02_script01_User003F_009.wav,자취를 하면서 약간 온기가 없었던 좀 외로웠었는데 좀 그것도 많이 줄지 않았나.
103,103,./KEMDy20_v1_1/wav\Session02\Sess02_script01_User003F_010.wav,"시켜 먹기도 시켜 먹고 만들기도 만들어서 먹고 그거 많이 했었던 거 같애요, 두 개 다."
104,104,./KEMDy20_v1_1/wav\Session02\Sess02_script01_User003F_011.wav,근데 시켜 먹는 나가서 먹는 게 좀 많았죠.
105,105,./KEMDy20_v1_1/wav\Session02\Sess02_script01_User003F_012.wav,"일단 네, 집에서 해 먹으면 해 놓으면 거의 남기고 이러니까."
106,106,./KEMDy20_v1_1/wav\Session02\Sess02_script01_User003F_013.wav,근데 기숙사 살 때도 밥 문제는 힘들지 않아요?
107,107,./KEMDy20_v1_1/wav\Session02\Sess02_script01_User003F_014.wav,그게 좀 큰 거 같애.
108,108,./KEMDy20_v1_1/wav\Session02\Sess02_script01_User003F_015.wav,"집에 있으니까 술도 잘 안 먹고 그래도 끼니, 끼니를 집에서 그렇게 잘 챙기는 편은 아닌데 그래도 어 되게."
109,109,./KEMDy20_v1_1/wav\Session02\Sess02_script01_User003F_016.wav,저녁만요.
110,110,./KEMDy20_v1_1/wav\Session02\Sess02_script01_User003F_017.wav,저녁때 저녁도 그렇게 안 먹을 때가 많아요.
111,111,./KEMDy20_v1_1/wav\Session02\Sess02_script01_User003F_018.wav,"왜냐면 두 분 다 자영업 하시니까 아침은 안 드시고 아버지는 가게에 가셔가지고 간단하게 선식이나 이런 거 미숫가루 드시고 점심은 이제 어머니 아버지 두 분이서 알아서 해결하시고 저녁도 각자 외박, 외식할 때는 자주 외식하고 집에서 가끔 그렇게 먹고 그렇게."
112,112,./KEMDy20_v1_1/wav\Session02\Sess02_script01_User003F_019.wav,"아니 그냥 어머니가 해 놓으신 거 먹거나 아니면 근데 요리하는 것도 좋아해서 만들어 먹기도 해요, 직접."
113,113,./KEMDy20_v1_1/wav\Session02\Sess02_script02_User003F_001.wav,어 가부장적이다고 느낀 게 어머니랑 아버지랑 똑같이 일해도 집안일은 엄마가 혼자 다 한다던가 이런 점이 좀 그런 거 같애요.
114,114,./KEMDy20_v1_1/wav\Session02\Sess02_script02_User003F_002.wav,어렸을 때부터 저희 집도 딱 그냥 전형적인 그 아버지가 많이 혼내고 엄마가 어루고 달래는 그런 집이었어가지고.
115,115,./KEMDy20_v1_1/wav\Session02\Sess02_script02_User003F_003.wav,"그 어떻게 보면 가부장적인데 어떻게 보면 아닌 느낌, 어머니가 좀 목소리가 크셔서 집 집에서 어머니가 다 돈도 다 관리하시고 돈도 직접 벌어오시고 하니까 네 그렇게 가부장적인 게 크지는 않은 거 같애요."
116,116,./KEMDy20_v1_1/wav\Session02\Sess02_script02_User003F_004.wav,제가 느낀 걸로는.
117,117,./KEMDy20_v1_1/wav\Session02\Sess02_script02_User003F_005.wav,예 그리고 좀 크면서도 저희가 크니까 아버지가 이제 저희를 좀 어른들 말로는 무서워한다?
118,118,./KEMDy20_v1_1/wav\Session02\Sess02_script02_User003F_006.wav,딸을 무서워한다고들 하잖아요.
119,119,./KEMDy20_v1_1/wav\Session02\Sess02_script02_User003F_007.wav,아빠도 그러시더라구요.
120,120,./KEMDy20_v1_1/wav\Session02\Sess02_script02_User003F_008.wav,"그러면서 청소도 그런 거 까지는 아니더라도 가끔가다 뭐 청소 조금 하고 설거지 조금 한다던지 이런 식으로 변화가 계속 생기는 거 같애요, 나이를 드시면서."
121,121,./KEMDy20_v1_1/wav\Session02\Sess02_script02_User003F_009.wav,나눠져 있구 있어요?
122,122,./KEMDy20_v1_1/wav\Session02\Sess02_script02_User003F_010.wav,그냥 아빤 안 하고 엄만 해요.
123,123,./KEMDy20_v1_1/wav\Session02\Sess02_script02_User003F_011.wav,"네, 집안일도 그렇고 일도 그렇고 네."
124,124,./KEMDy20_v1_1/wav\Session02\Sess02_script02_User003F_012.wav,저희 집은 그런 거 같애요.
125,125,./KEMDy20_v1_1/wav\Session02\Sess02_script02_User003F_013.wav,"예, 그러고 좀 가부장적인 게 근데 아까 전에 영상에서 봤듯이 그분이 그러잖아."
126,126,./KEMDy20_v1_1/wav\Session02\Sess02_script02_User003F_014.wav,자기가 욱하는 성질이고 어머니 막 고모 이렇게 아래에서 자라서 그렇다고 말을 하는 걸 보고 좀 공감이 많이 안 되더라고요.
127,127,./KEMDy20_v1_1/wav\Session02\Sess02_script02_User003F_015.wav,그 부분에서는.
128,128,./KEMDy20_v1_1/wav\Session02\Sess02_script02_User003F_016.wav,"약간 분 요즘은 원래 분노 조절 장애를 분노 조절 잘해라고 하면서 약간 비꼬는 그게 있잖아요, 말이."
129,129,./KEMDy20_v1_1/wav\Session02\Sess02_script02_User003F_017.wav,약간 그분 보면서 그 생각 좀 많이 들었어요.
130,130,./KEMDy20_v1_1/wav\Session02\Sess02_script03_User003F_001.wav,집에 남자가 아빠 하나밖에 없거든요.
131,131,./KEMDy20_v1_1/wav\Session02\Sess02_script03_User003F_002.wav,"아빠 하나밖에 없는데 이제 집에서 언니나 저나 면도를 할 제모, 제모를 할 거 아니에요."
132,132,./KEMDy20_v1_1/wav\Session02\Sess02_script03_User003F_003.wav,제모를 하는데 제모기를 버리고 새로 사야 되는데 그 시 새 거를 깜박하고 못 사가지고 이제 제모를 해야 되는데 제모기가 없는 상황이 된 거예요.
133,133,./KEMDy20_v1_1/wav\Session02\Sess02_script03_User003F_004.wav,그래서 아빠 걸로 다리랑을 제모를 해야 되는데 이렇게 제모를 할 때 다리털은 얇아서 잘 안 떨어지거든요.
134,134,./KEMDy20_v1_1/wav\Session02\Sess02_script03_User003F_005.wav,그것도 있고 저흰 몰르고 그냥 깨끗하게 다 해놓고 했는데 어느 날 아빠가 자꾸 얼굴에 뭐가 난다면서 면도기가 이상하다고 이렇게 말하는 거예요.
135,135,./KEMDy20_v1_1/wav\Session02\Sess02_script03_User003F_006.wav,아빠가 혹시 니네가 썼냐고 하는데 언니도 쓰고 저도 썼었으니까 썼다고 하니까 그 이후로 아빠가 자기 거 제발 쓰지 좀 말라고 얼굴에 자꾸 뭐 난다고 하고 바로 면도날 교체하시고 그 뒤로는 아빠가 아예 안 쓰시는 거 그거 그냥 비상용으로 갖다 놓고 막 그렇게 썼었어요.
136,136,./KEMDy20_v1_1/wav\Session02\Sess02_script03_User003F_007.wav,그때 아빠가 엄청 그랬었었죠.
137,137,./KEMDy20_v1_1/wav\Session02\Sess02_script03_User003F_008.wav,약간 저거 보니까 생각이 나더라고.
138,138,./KEMDy20_v1_1/wav\Session02\Sess02_script03_User003F_009.wav,그 엄청 오래된 일이긴 한데.
139,139,./KEMDy20_v1_1/wav\Session02\Sess02_script03_User003F_010.wav,혹시 뭐 잠꼬대 같은 거 있으세요?
140,140,./KEMDy20_v1_1/wav\Session02\Sess02_script03_User003F_011.wav,아버지는 코골이 많이 안 심하세요?
141,141,./KEMDy20_v1_1/wav\Session02\Sess02_script03_User003F_012.wav,아 저 엄마도 가끔 골고 그러는데 아빠가 술만 먹고 오면 진짜 코골이를 너무 심하게 해가지고 그래서 아빠가 아예 술을 먹고 들어오는 날에는 집에 빈방이 한 두 개 있거든요.
142,142,./KEMDy20_v1_1/wav\Session02\Sess02_script03_User003F_013.wav,그래서 언니가 지금 딴 데 가있어서 그래서 엄마가 아빠 술 먹고 좀 좀 만취한 거 같으면 아예 다른 방에서 주무세요.
143,143,./KEMDy20_v1_1/wav\Session02\Sess02_script03_User003F_014.wav,소리가 너무 커 가지고 저 방과 방 끝 끝에 있는데도 여기 끝에서 아빠가 아 오늘 아빠 코골이 많이 하네 좀 알 정 도로 많이 들리더라고요.
144,144,./KEMDy20_v1_1/wav\Session02\Sess02_script03_User003F_015.wav,너무 코골이가 심하고 제 친구도 코골이 진짜 심한 애가 기숙사 그니까 두 명 있었거든요.
145,145,./KEMDy20_v1_1/wav\Session02\Sess02_script03_User003F_016.wav,둘 다 기숙사 살았는데 룸메가 2주?
146,146,./KEMDy20_v1_1/wav\Session02\Sess02_script03_User003F_017.wav,진짜 길면 한 달 살다가 다 나갔어요.
147,147,./KEMDy20_v1_1/wav\Session02\Sess02_script03_User003F_018.wav,도저히 얘 코골이 너무 심해서 같이 못 살겠다고 다른 방 해달 해달라 그래가지구 중간에 탈주 엄청 하더라고요.
148,148,./KEMDy20_v1_1/wav\Session02\Sess02_script03_User003F_019.wav,도저히 못 자겠다고.
149,149,./KEMDy20_v1_1/wav\Session02\Sess02_script03_User003F_020.wav,"맞아, 그래서 그 둘이 지금 자취하는데 그 둘이 방 써요."
150,150,./KEMDy20_v1_1/wav\Session02\Sess02_script03_User003F_021.wav,"둘이 자취해요, 두 명이서."
151,151,./KEMDy20_v1_1/wav\Session02\Sess02_script03_User003F_022.wav,그 코 많이 고는 애들끼리.
152,152,./KEMDy20_v1_1/wav\Session02\Sess02_script03_User003F_023.wav,"그 그게 너무 웃기더라고요, 지금 생각해 보니까 더 웃기네."
153,153,./KEMDy20_v1_1/wav\Session02\Sess02_script03_User003F_024.wav,잠꼬대도 아예 없어요?
154,154,./KEMDy20_v1_1/wav\Session02\Sess02_script03_User003F_025.wav,어 저도 진짜 피곤하면 이 가는 거 빼고는 잠꼬대가 딱히 별로 진짜 많이 없는 거 같애요.
155,155,./KEMDy20_v1_1/wav\Session02\Sess02_script03_User003F_026.wav,진짜 어렸을 때 버릇 하나 있었는데 제가 자다가 새벽에 꼭 깨서 엄마 방에 가서 엄마 옆에 자던 습관이 있었거든요.
156,156,./KEMDy20_v1_1/wav\Session02\Sess02_script03_User003F_027.wav,진짜 옛날에.
